,Unnamed: 0,NLSitNummer,DatumFileBegin,DatumFileEind,TijdFileBegin,TijdFileEind,FileZwaarte,GemLengte,FileDuur,HectometerKop,HectometerStaart,RouteLet,RouteNum,RouteOms,hectometreringsrichting,KopWegvakVan,KopWegvakNaar,TrajVan,TrajNaar,OorzaakGronddetail,OorzaakVerloop,OorzaakCodeVerloop,OorzaakCode,Oorzaak_1,Oorzaak_2,Oorzaak_3,Oorzaak_4,coordinates,precipitationAmount
1115,1115,2789576,10/16/2020,10/16/2020,16:07:00,16:50:05,"188,617","4,377,950","43,083","34,7","27,7",A,20,A20,oplopend,Rotterdam-Crooswijk,Terbregseplein,Hoek van Holland,Gouda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 43],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.423031696000001, 51.92484554], [4.4229312830000005, 51.924949700000006], [4.4242443080000005, 51.92534148], [4.42415733, 51.92544903], [4.425456111, 51.92583707], [4.425373703, 51.92594448], [4.426680137, 51.92633476], [4.426584507, 51.92643778], [4.427886282, 51.92682478], [4.427790293, 51.92692901], [4.42911393, 51.92732894], [4.429011994, 51.92742788], [4.430320598, 51.92782555], [4.43018971, 51.92790968], [4.431628504, 51.9283638], [4.431430326, 51.92841998], [4.432839669, 51.92886416], [4.432636767, 51.92891958], [4.433989269, 51.92933167], [4.433877465, 51.92942722], [4.435160166, 51.92981076], [4.435074317, 51.92990291], [4.436336855, 51.93029218], [4.436237166000001, 51.93036505], [4.43751571, 51.93085869], [4.437594942, 51.93077541], [4.438751229, 51.93126689], [4.438868076, 51.93119527], [4.44009398, 51.93170948], [4.440194088999999, 51.93163102], [4.441275032, 51.93220468], [4.441393238, 51.93212647], [4.442479644, 51.93272792], [4.442587411, 51.93264613], [4.443644099, 51.93326878], [4.443759864, 51.93318694], [4.444833399, 51.93379673], [4.444955485, 51.93368943], [4.446091952, 51.93423407], [4.44619866, 51.93412982], [4.447413919, 51.93459208], [4.447499721, 51.93449095], [4.4488148569999995, 51.93485383], [4.448866403, 51.93474542], [4.450193056, 51.93513009], [4.450262531, 51.93498813], [4.45159437, 51.93537956], [4.451662277, 51.93522543], [4.452968964, 51.93565664], [4.45302787, 51.93549037], [4.454326204, 51.93604049], [4.454417917, 51.93587542], [4.455598672, 51.93647766], [4.455707904, 51.93633225], [4.456842596, 51.93693974], [4.456881322, 51.93676841], [4.458034128, 51.93738309], [4.458156527, 51.93724765], [4.459252225, 51.93783631], [4.459377115, 51.93770827], [4.46051553, 51.93830221], [4.4606326439999995, 51.93818584], [4.4617178619999995, 51.93875497], [4.461868655, 51.93865132], [4.463055787, 51.93921207], [4.463156474, 51.93909163], [4.464404198, 51.93958552], [4.464478098, 51.93945427], [4.465793448, 51.93989195], [4.465854556, 51.93974461], [4.4671678319999994, 51.94010638], [4.46720505, 51.93998278], [4.468585865, 51.94029423], [4.468639399, 51.94016483], [4.4700349269999995, 51.94047803], [4.470098073, 51.94034562], [4.471432823, 51.94065316], [4.471507019, 51.94052073], [4.472844831000001, 51.94083006], [4.472906518, 51.94069465], [4.474293523, 51.94101153], [4.474338371, 51.94086933], [4.475698503, 51.9411875], [4.475763378, 51.94103935], [4.477158995, 51.94135979], [4.477210725, 51.94121203], [4.47859083, 51.94151776], [4.478624783, 51.94137434], [4.480098437, 51.94152801], [4.479986464, 51.94166987], [4.4815283610000005, 51.94166757], [4.481427576000001, 51.94182386], [4.482930089, 51.9417958], [4.482802124, 51.94195217], [4.48432498, 51.94192083], [4.484295254, 51.9420792], [4.485779432, 51.94205117], [4.485738496000001, 51.94220163], [4.487235677, 51.94218458], [4.487229929, 51.94233642], [4.48868058, 51.94240483], [4.4885792769999995, 51.94254095], [4.489955169, 51.94274745], [4.489887459, 51.94288756], [4.491261215, 51.94325085], [4.49111933, 51.94338595], [4.49243908, 51.94377541], [4.492292878, 51.94389879], [4.493627836, 51.94429268], [4.493480883, 51.94442611], [4.4948962230000005, 51.94467897], [4.494811989, 51.94483223], [4.496279087, 51.94492733], [4.496240865, 51.945087799999996], [4.497671779, 51.94510178], [4.497756251, 51.94526878], [4.499130247, 51.94526486], [4.499059356, 51.94541406], [4.500550555, 51.94542366], [4.500503808, 51.94556436], [4.501979683, 51.94558343], [4.501936518, 51.94570866], [4.503450141, 51.94574779], [4.5033639889999995, 51.94586094], [4.504881685, 51.94590779], [4.504788497, 51.946023100000005], [4.50627523, 51.94606566], [4.506204762, 51.946210799999996], [4.5077057080000005, 51.94624618], [4.507617046, 51.94641001], [4.5091488769999994, 51.94644919], [4.509029052, 51.94660989], [4.510563223, 51.94666601], [4.5104328780000005, 51.946830799999994], [4.511965776, 51.94689524], [4.511827977, 51.94707184], [4.513358138, 51.94714882], [4.513258073, 51.94729713], [4.5147579460000005, 51.9474273], [4.514649964, 51.94757002], [4.5161495060000005, 51.94775014], [4.516019522, 51.94786124]]",0.0
1116,1116,2789223,10/14/2020,10/14/2020,12:22:00,13:25:17,"194,917","3,080,063","63,283","61,6","58,6",A,12,A12,oplopend,Hoograven,Lunetten,Den Haag,Utrecht,Defecte vrachtwagen(s),"[Geen oorzaakcode opgegeven door VWM 0], [Defecte vrachtwagen(s) 63]","[000], [HBD]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident,"[[5.085042213, 52.06197413], [5.085100923, 52.06211862], [5.086432588, 52.06173482], [5.086551751, 52.06188275], [5.087959393, 52.06169166], [5.087875908, 52.06153494], [5.089308596, 52.06156593], [5.089314024, 52.06140098], [5.090764437, 52.06143463], [5.09079645, 52.06126634], [5.092247344, 52.06129953], [5.092274796, 52.06113213], [5.093711551, 52.06116612], [5.093690554, 52.06100359], [5.095136676, 52.06103625], [5.0951304660000005, 52.06087283], [5.096595657, 52.06091014], [5.096572783, 52.06074091], [5.098046517, 52.06077795], [5.098035017, 52.06060792], [5.099490972, 52.06064508], [5.099451575, 52.06047903], [5.100836643, 52.06051883], [5.100870898999999, 52.06034957], [5.102310643, 52.06037142], [5.102376733, 52.06019863], [5.103869544, 52.06021442], [5.103866182, 52.06005676], [5.105214911, 52.06005828], [5.105193586, 52.05990185], [5.106343526, 52.05992813], [5.106615804, 52.05972384], [5.108135475, 52.05964374], [5.1079913789999996, 52.05950374], [5.109527882, 52.0593693], [5.109427663, 52.05921913], [5.110891422, 52.05908695], [5.110821588, 52.05892932], [5.112259725, 52.05879539], [5.112221402, 52.05863205], [5.113638212, 52.05849985], [5.113587986000001, 52.05833906], [5.115010934, 52.05820464], [5.11497116, 52.05804095], [5.116408177, 52.05788532], [5.116337445, 52.0577287], [5.117762226, 52.05758553], [5.11771352, 52.05742414], [5.119117443, 52.057284700000004], [5.119118768, 52.05711219], [5.120415136, 52.05701338], [5.120452981000001, 52.05682848], [5.12180416, 52.05671016], [5.121876907, 52.05652465], [5.123208332, 52.05642354], [5.123276853999999, 52.05623889], [5.124623924, 52.05614324], [5.124672588999999, 52.05596728], [5.126041171000001, 52.05588099], [5.126065849, 52.05571216], [5.127455811, 52.05564567], [5.127429256, 52.05548806]]",0.0
1117,1117,2789561,10/16/2020,10/16/2020,15:49:00,15:59:05,"20,167","2,000,000","10,083","87,3","85,3",A,15,A15,oplopend,Sliedrecht-Oost,Hardinxveld-Giessendam,Ridderkerk,Gorinchem,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 10],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.807284658, 51.82263201], [4.807172227, 51.82245307], [4.808640291000001, 51.82232009], [4.808525969, 51.82214112], [4.810005399, 51.82202444], [4.809899748, 51.82183746], [4.8113027619999995, 51.82158279], [4.811375003, 51.82178309], [4.812723323, 51.821396500000006], [4.812804993, 51.82160069], [4.814162683999999, 51.82126167], [4.814233119, 51.8214544], [4.815613375, 51.82117742], [4.815667607, 51.82133759], [4.817051407, 51.821164700000004], [4.817113016, 51.82129479], [4.81851027, 51.82119887], [4.818560086000001, 51.82131324], [4.819966766, 51.82125872], [4.820004308, 51.82137364], [4.821405841, 51.82131783], [4.821448534, 51.82143401], [4.822873015, 51.82137808], [4.822892765, 51.82149437], [4.82432052, 51.82143751], [4.824336999, 51.82155471], [4.8257691110000005, 51.82149744], [4.825781237, 51.82161504], [4.827236887, 51.82155918], [4.82722548, 51.82167534], [4.828674713, 51.82162926], [4.828667534, 51.82175094], [4.830139437, 51.82172152], [4.830104932, 51.82185519], [4.831568575, 51.82186291], [4.831525433, 51.82202691], [4.832980825, 51.82208679], [4.832915118, 51.8222768], [4.834356358, 51.82237735], [4.834285116, 51.82256609], [4.835723702, 51.82268301], [4.835645063, 51.82287335]]",0.0
1118,1118,2789282,10/14/2020,10/14/2020,16:51:00,16:57:06,"17,217","2,822,404","6,100","52,3","50,3",A,15,A15,oplopend,Benelux,Rotterdam-Heijplaat,Europoort,Ridderkerk,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 6],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.38258192, 51.87331371], [4.384010395, 51.87312495], [4.385487854, 51.87299225], [4.38696604, 51.87291923], [4.388451347, 51.87291771], [4.389928939, 51.87297995], [4.391375527, 51.87308563], [4.392818191, 51.87320293], [4.394257162, 51.87331812], [4.395702726000001, 51.87341389], [4.397153123, 51.87349286], [4.398601526, 51.87354782], [4.400029055, 51.87358928], [4.401488025, 51.87360625], [4.402934794, 51.87359617], [4.4043805680000006, 51.87357445], [4.405825441, 51.87353869], [4.407269513999999, 51.873489500000005], [4.408710997, 51.87341707], [4.410185777, 51.87333308], [4.4116146789999995, 51.87321949], [4.411655539, 51.87341867]]",0.0
1119,1119,2789397,10/15/2020,10/15/2020,15:45:00,15:58:58,"27,933","2,000,000","13,967","71,1","73,1",A,1,A1,aflopend,Hoenderloo,Kootwijk,Apeldoorn,Amersfoort,Defecte vrachtwagen(s),"[Geen oorzaakcode opgegeven door VWM 3], [Defecte vrachtwagen(s) 11]","[000], [HBD]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident,"[[5.800571791, 52.20290479999999], [5.800719396, 52.20224506], [5.801970685, 52.20319969], [5.80211242, 52.20257456], [5.803366896, 52.20347311], [5.803473948, 52.20289545], [5.804779875, 52.20370757], [5.80488228, 52.20318384], [5.8062068479999995, 52.2038948], [5.806261642999999, 52.20341538], [5.80765578, 52.20403442], [5.80766366, 52.20359992], [5.809117504, 52.20413654], [5.809139927, 52.20372546], [5.810528972999999, 52.20419449], [5.810543651000001, 52.2037979], [5.8120503139999995, 52.20417468], [5.812017907, 52.20381377], [5.8135038560000005, 52.20411586], [5.813466269, 52.20380344], [5.814975577999999, 52.20400523], [5.814915171, 52.20372597], [5.8164094870000005, 52.20384399], [5.81633624, 52.20359187], [5.817845286, 52.20364329], [5.817787137000001, 52.20340115], [5.819259735, 52.20338281], [5.819165402, 52.20318138], [5.820678801000001, 52.20307993], [5.820579872000001, 52.20288474], [5.822089806, 52.20269646], [5.821974357999999, 52.20253446], [5.823333863999999, 52.20230996], [5.823240215, 52.202172499999996], [5.824597207999999, 52.20186813], [5.824515034, 52.20174663], [5.825912296, 52.20134623], [5.825833239, 52.20122664], [5.827045726000001, 52.20086346], [5.8269069579999995, 52.20075872], [5.828208771, 52.20030556], [5.828094179, 52.2001844]]",0.0
1120,1120,2789430,10/15/2020,10/15/2020,17:47:00,18:18:07,"62,233","2,000,000","31,117","24,2","26,2",A,16,A16,aflopend,Rotterdam-Prins Alexander,Terbregseplein,Breda,Rotterdam,Ongeval (met opruim/berging),"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 2], [Opruimingswerkzaamheden 22], [Opruimwerkzaamheden 7], [Geen oorzaakcode opgegeven door VWM 0]","[000], [ACI], [OCL], [CLE], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,"[[4.566979302, 51.87913344], [4.566733528, 51.87909482], [4.567581098, 51.8783185], [4.56731709, 51.87827571], [4.5682250369999995, 51.87751684], [4.567993381, 51.87747461], [4.568904461, 51.87675679], [4.568657554, 51.87667487], [4.569740072, 51.87594356], [4.5693707439999995, 51.87588403], [4.57049472, 51.87526081], [4.570157625, 51.87512028], [4.57136536, 51.87448438], [4.5709662589999995, 51.8743655], [4.5722049469999995, 51.8737595], [4.57184723, 51.87365468], [4.573091827, 51.87305983], [4.572763711, 51.87295566], [4.573987103, 51.87238579], [4.573696494, 51.87226018], [4.574947899, 51.87171264], [4.574652588999999, 51.87157163], [4.5759335210000005, 51.87105504], [4.575656577, 51.87091585], [4.576985778, 51.87040796], [4.576698067, 51.87028536], [4.578027415, 51.86980312], [4.577754271, 51.86966425], [4.579064787, 51.86921021], [4.578815152, 51.86904062], [4.580175635, 51.86856855], [4.5798646089999995, 51.86841349], [4.581267146, 51.86794606], [4.58091818, 51.867783700000004], [4.582328288999999, 51.86733359], [4.58202865, 51.86714183], [4.5833998, 51.86671618], [4.583117231, 51.86651497], [4.584460292, 51.86610605], [4.584138061, 51.86592726], [4.585516104, 51.86549858], [4.585218497, 51.8653052]]",0.0
1121,1121,2789574,10/16/2020,10/16/2020,15:57:00,15:59:05,"4,167","2,000,000","2,083","92,5","90,5",A,2,A2,oplopend,Deil,Waardenburg,Utrecht,'s-Hertogenbosch,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 2],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[5.228416256, 51.85679605], [5.228606527, 51.85693214], [5.229283631, 51.85613144], [5.22902905, 51.85605119], [5.229955611, 51.85534042], [5.229708617, 51.85525408], [5.230639327, 51.85454857], [5.230387077, 51.85445948], [5.231323004, 51.85375671], [5.231066151, 51.8536651], [5.232011254, 51.85296645], [5.231786098, 51.85288469], [5.232754001, 51.85219534], [5.232542854, 51.85211776], [5.2335299310000005, 51.851436799999995], [5.233322022, 51.85135943], [5.234305835, 51.85067825], [5.234100367, 51.85060079], [5.235080592, 51.84992076], [5.234874728, 51.84984058], [5.2358349, 51.84916401], [5.235644252, 51.8490785], [5.236606402, 51.84839198], [5.236408893, 51.84831454], [5.2373787169999995, 51.84762971], [5.237174205, 51.84755084], [5.238147365, 51.84687102], [5.237971244, 51.84679573], [5.238911998, 51.84611627], [5.238692051, 51.84602381], [5.239686855, 51.84535139], [5.239477887, 51.84526607], [5.240465122, 51.84458313], [5.2402475939999995, 51.84450198], [5.241238208, 51.84381994], [5.241022261, 51.84373981], [5.242010147, 51.84305785], [5.241803279, 51.84298013], [5.242786053000001, 51.84229963], [5.242584068, 51.84222037], [5.243568829, 51.84153555], [5.243364699, 51.84146055]]",0.0
1122,1122,2789627,10/16/2020,10/16/2020,17:26:00,17:44:06,"52,133","2,880,295","18,100","43,2","41,2",A,20,A20,oplopend,Nieuwerkerk Aan Den Ijssel,Moordrecht,Hoek van Holland,Gouda,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 18],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.600907797, 51.97160673], [4.601053107, 51.97146827], [4.602116587, 51.97212976], [4.602256745, 51.97197955], [4.603278455, 51.97263946], [4.603448708999999, 51.97250588], [4.604425976, 51.97317891], [4.604593642, 51.97305006], [4.605554742, 51.9737346], [4.605728175, 51.97360381], [4.6066889269999995, 51.97429666], [4.606854382, 51.97416014], [4.607823896, 51.97485213], [4.608009469, 51.97472277], [4.608954356, 51.97540646], [4.609129571, 51.97526837], [4.6100873060000005, 51.97596486], [4.610246705, 51.97582226], [4.611213273, 51.97652133], [4.611396581, 51.97639235], [4.612377389, 51.97709376], [4.612538188, 51.9769533], [4.613486054, 51.97763889], [4.613689818, 51.97750945], [4.614659531, 51.97821708], [4.614851609, 51.97808237], [4.615777883, 51.97878865], [4.615983559, 51.97864025], [4.616918282, 51.97935544], [4.617134672, 51.97920606], [4.618287826, 51.97977505], [4.6180910619999995, 51.97989629], [4.6193561260000005, 51.98031892], [4.619232488, 51.98044381], [4.620543083, 51.98088765], [4.620361075, 51.98102106], [4.621656241, 51.98147076], [4.6215454860000005, 51.98164527], [4.622762971, 51.98211075], [4.622493012, 51.98217678], [4.62357294, 51.98282202], [4.623768267, 51.98268936]]",0.0
1123,1123,2789507,10/16/2020,10/16/2020,11:58:00,13:40:28,"416,933","4,068,966","102,467","81,6","79,6",A,15,A15,oplopend,Sliedrecht-West,Sliedrecht-Oost,Ridderkerk,Gorinchem,Defecte vrachtwagen(s),"[Geen oorzaakcode opgegeven door VWM 1], [Defecte vrachtwagen(s) 72], [Eerder pechgeval 30], [Geen oorzaakcode opgegeven door VWM 0]","[000], [HBD], [M13], [000]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident,"[[4.727583372, 51.83574011], [4.727475319, 51.83562929], [4.7291028189999995, 51.8353839], [4.729010456, 51.83526956], [4.730397557, 51.83508035], [4.730292261000001, 51.83496918], [4.731758115, 51.83476408], [4.731648941, 51.83465395], [4.733124858, 51.83445216], [4.7330171089999995, 51.83433564], [4.734491386, 51.83413774], [4.7343616939999995, 51.83399244], [4.735828509, 51.83381267], [4.735711282, 51.83364796], [4.737158508, 51.8334893], [4.737056278, 51.83331252], [4.738395625, 51.83298121], [4.738504549, 51.83316089], [4.739737344, 51.83263784], [4.739803332, 51.83282333], [4.741078212, 51.83229469], [4.7411444860000005, 51.83247474], [4.74241906, 51.83195152], [4.7424471619999995, 51.83214423], [4.7437598880000005, 51.83160833], [4.74398198, 51.83176659], [4.7451083160000005, 51.83149498], [4.745095159, 51.8312821], [4.7464769239999995, 51.83116993], [4.746459768999999, 51.83096023], [4.747962857, 51.83082801], [4.747828413, 51.83065534], [4.749297446, 51.83056763], [4.749221029, 51.8303959], [4.750725805, 51.8303662], [4.75062591, 51.83017896], [4.752173367, 51.83016925], [4.7520493219999995, 51.82999165], [4.753492828, 51.8298467], [4.753573715, 51.82999774], [4.754921119, 51.82971631], [4.7549864710000005, 51.82986549]]",0.0
1124,1124,2789415,10/15/2020,10/15/2020,16:39:00,17:31:33,"274,383","5,221,377","52,550","9,5","5,5",A,28,A28,oplopend,Den Dolder,Soesterberg,Utrecht,Amersfoort,Defecte vrachtwagen(s),"[Geen oorzaakcode opgegeven door VWM 1], [Defecte vrachtwagen(s) 39], [Eerder pechgeval 13]","[000], [HBD], [M13]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident,"[[5.220265051, 52.10296161], [5.220297255, 52.10282309], [5.221638946000001, 52.10307913], [5.221701246, 52.10293559], [5.2230966080000005, 52.10316226], [5.223123439, 52.10302162], [5.2245546030000005, 52.10324342], [5.224606102, 52.10309721], [5.226012245, 52.10332682], [5.226098122, 52.10318602], [5.2274690999999995, 52.10341546], [5.227549284, 52.10327345], [5.228925961, 52.10350406], [5.229000676, 52.10335952], [5.230382813, 52.10359265], [5.2304513130000005, 52.10345029], [5.231839685, 52.10368123], [5.231903045, 52.10353418], [5.233296563, 52.10376978], [5.2333537980000004, 52.10362419], [5.234753433, 52.10385832], [5.234804392, 52.10371527], [5.236210323, 52.10394683], [5.236254829, 52.10380729], [5.237667218, 52.10403533], [5.237704944, 52.10390123], [5.239123599, 52.10412692], [5.23915584, 52.10399042], [5.240579538, 52.10422117], [5.240607323, 52.10407603], [5.241945089, 52.10430697], [5.2419744580000005, 52.10415813], [5.243492805, 52.10440145], [5.243509723, 52.1042509], [5.244949641, 52.10449034], [5.244960657, 52.10434001], [5.246255851, 52.10457004], [5.246331594, 52.10442022], [5.247865388999999, 52.10465378], [5.247863584, 52.1045115], [5.249297104, 52.10475295], [5.249313777, 52.10460481], [5.250744277, 52.10487827], [5.25075806, 52.10472833], [5.252120121, 52.10502460000001], [5.252194894, 52.10488056], [5.253516798, 52.10521633], [5.253617226, 52.1050775], [5.255026888, 52.10545698], [5.255085822, 52.10531083], [5.256436875, 52.10571822], [5.256506119, 52.105579], [5.2578945589999995, 52.10588587], [5.2578383539999995, 52.10602008], [5.259172478, 52.10616229], [5.259087534, 52.10629717], [5.260541493, 52.10646552], [5.260474738, 52.10660627], [5.261964900000001, 52.10694618], [5.261941193999999, 52.10677949], [5.263336992, 52.10726068], [5.263319616, 52.1070886], [5.2647111419999995, 52.10757161], [5.264768187, 52.10741692], [5.2661776080000005, 52.10773719], [5.2661127080000005, 52.10787775], [5.267539578, 52.10804676], [5.267463838, 52.10818701], [5.268839628, 52.10849005], [5.268913146, 52.10834405], [5.270216551, 52.10879117], [5.270298239, 52.10865669], [5.271592642, 52.10909374], [5.271658601, 52.10896093], [5.272964119, 52.10940417], [5.273040601, 52.10927044], [5.274336421, 52.10971323], [5.274421089, 52.10957952], [5.275708567, 52.11002257], [5.275793063, 52.10988624], [5.277080203, 52.11033279], [5.277161292, 52.11019161]]",0.0
1125,1125,2789613,10/16/2020,10/16/2020,16:55:00,16:59:05,"8,167","2,000,000","4,083","20,1","18,1",A,7,A7,oplopend,Purmerend-Noord,Avenhorn,Zaanstad,Hoorn,Spitsfile (geen oorzaak gemeld),[Geen oorzaakcode opgegeven door VWM 4],[000],1,Spitsfile (geen oorzaak gemeld),Geen oorzaak gemeld,Drukte,Hoge intensiteit,"[[4.953500913, 52.54105251], [4.9531824680000005, 52.54111772], [4.954007173, 52.54187239], [4.953688639, 52.541946200000005], [4.954554909, 52.54275938], [4.95423939, 52.54282433], [4.955073231, 52.54360093], [4.954764272, 52.54367742], [4.955265841, 52.54450012], [4.95556866, 52.54440982], [4.955781705, 52.54534621], [4.956089408, 52.54527713], [4.956290074, 52.54617996], [4.956596848999999, 52.54609921], [4.956806805, 52.5470274], [4.957115363, 52.54695173], [4.957316677, 52.54786357], [4.957610803, 52.54778984], [4.95782744, 52.54870118], [4.958108569, 52.54863187], [4.958340529, 52.54954253], [4.958651126, 52.54946496], [4.958856439, 52.55038851], [4.9591523230000005, 52.55031896], [4.959374676, 52.55123824], [4.959654916, 52.55117532], [4.959879131, 52.55206536], [4.960155205, 52.55200067], [4.960374785, 52.55288811], [4.960663171, 52.55284369], [4.9608916469999995, 52.55375349], [4.961166834, 52.55368539999999], [4.961400214, 52.55460494], [4.961685103, 52.55453737], [4.961902928, 52.5554446], [4.9621993710000005, 52.55537669], [4.962413101, 52.55628803], [4.962718028, 52.55622771], [4.96291996, 52.55712544], [4.963221515, 52.55705594], [4.9634193710000005, 52.55794648], [4.963715875, 52.55786913]]",0.0
1126,1126,2789516,10/16/2020,10/16/2020,13:21:00,13:26:53,"11,767","2,000,000","5,883","235,3","233,3",A,2,A2,oplopend,Born,Urmond,Eindhoven,Maastricht-Noord,Defect(e) voertuig(en),"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 5]","[000], [BKD]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,"[[5.822964466, 51.03242257], [5.823111292, 51.03239023], [5.822439284, 51.03158987], [5.822581187000001, 51.03155132], [5.821827776, 51.03076754], [5.821975576, 51.03072572], [5.821178082, 51.02997188], [5.821326729, 51.02992479], [5.820466112999999, 51.02920595], [5.820591866, 51.02914839], [5.819685839, 51.02845893], [5.8198133379999994, 51.02840522], [5.81884799, 51.02772418], [5.818976727999999, 51.027662799999995], [5.817991628, 51.02699141], [5.818124088999999, 51.02693802], [5.817154467000001, 51.02627874], [5.817283177, 51.02622372], [5.816303672999999, 51.02555486], [5.8164313739999995, 51.02550193], [5.815460822, 51.02483779], [5.815569182999999, 51.0247713], [5.814612221, 51.02411578], [5.814724238999999, 51.02405471], [5.813767828, 51.02339733], [5.813888535, 51.02333884], [5.812915933999999, 51.02267245], [5.81305386, 51.02262364], [5.812055626, 51.02193947], [5.812187832, 51.021881], [5.811215842, 51.02122386], [5.811345779, 51.02115893], [5.81036566, 51.0204982], [5.810505217999999, 51.02043809], [5.809514774, 51.01977365], [5.809669985, 51.019721999999994], [5.8086742629999994, 51.01905706], [5.808805112000001, 51.01900335], [5.807810005, 51.01832311], [5.807950246, 51.01827575], [5.806969877999999, 51.01760845], [5.8070948620000005, 51.01754313]]",0.0
